iter	Logloss
560	0.1637943533
561	0.1635026161
562	0.163094217
563	0.1623011355
564	0.1617054834
565	0.1611143583
566	0.1610473848
567	0.1607596243
568	0.1607078137
569	0.1604701566
570	0.1601978198
571	0.159961845
572	0.1593325001
573	0.1589260026
574	0.1584753063
575	0.1581000089
576	0.1578759451
577	0.1574990463
578	0.157293573
579	0.1571164429
580	0.1569017838
581	0.1565312549
582	0.1562717193
583	0.1557534892
584	0.1552935131
585	0.1551695856
586	0.1548475019
587	0.1546922007
588	0.1545049836
589	0.1540227693
590	0.1538696472
591	0.1536725608
592	0.1534867204
593	0.1531158043
594	0.1529605595
595	0.1526575994
596	0.1524732317
597	0.1522893993
598	0.1521738275
599	0.1520748379
600	0.1517301822
601	0.1513402436
602	0.1511372093
603	0.1508996823
604	0.1505411229
605	0.1504625048
606	0.1502962489
607	0.1501973641
608	0.150070191
609	0.1498952935
610	0.1496859735
611	0.1493793167
612	0.1489167688
613	0.1487123898
614	0.1483992448
615	0.1480156238
616	0.1479228438
617	0.1477911168
618	0.1477168169
619	0.1472981447
620	0.1471786628
621	0.147037043
622	0.1469860083
623	0.1465777684
624	0.1464651651
625	0.1459451508
626	0.1455993095
627	0.1453951471
628	0.1453075253
629	0.1450975445
630	0.1446690972
631	0.1443390479
632	0.1442444811
633	0.1440547503
634	0.1439651331
635	0.143609606
636	0.1435220919
637	0.1434440102
638	0.1433393602
639	0.1430899515
640	0.1429300445
641	0.1427657978
642	0.1426997051
643	0.1423138003
644	0.1421610421
645	0.1418142656
646	0.1416552782
647	0.1413985219
648	0.1412532581
649	0.1408696786
650	0.140554099
651	0.1404288283
652	0.1402124732
653	0.1400420672
654	0.1398513279
655	0.1395533628
656	0.1393374147
657	0.1392421435
658	0.1390588404
659	0.1389476416
660	0.1387933918
661	0.1387327961
662	0.1385215502
663	0.1385001776
664	0.1382595016
665	0.1380477479
666	0.1379004843
667	0.137514888
668	0.1372914418
669	0.1370876258
670	0.1368062757
671	0.1366793845
672	0.136596092
673	0.1365147495
674	0.1364178322
675	0.1362697405
676	0.1361409579
677	0.1359716349
678	0.1358346686
679	0.1357458743
680	0.1354529594
681	0.1351680025
682	0.1349004024
683	0.1348003377
684	0.1346159362
685	0.1345177513
686	0.1344032055
687	0.1339391343
688	0.1337683388
689	0.133573657
690	0.1334808534
691	0.1333880281
692	0.1332636537
693	0.1331955625
694	0.1330087229
695	0.1328710371
696	0.1327947122
697	0.1326663619
698	0.1324930058
699	0.1320896861
700	0.1319501467
701	0.1317168772
702	0.1313486023
703	0.1313178674
704	0.1311759266
705	0.130975995
706	0.1308734012
707	0.1307979785
708	0.1307312406
709	0.130571795
710	0.1304978588
711	0.1303569216
712	0.1301059003
713	0.1300226903
714	0.1299565858
715	0.1298552187
716	0.1297788603
717	0.1294702938
718	0.128932343
719	0.1288550871
720	0.1287665045
721	0.1287289096
722	0.1286544294
723	0.1285379382
724	0.1283419076
725	0.1280954853
726	0.1279994384
727	0.1279692763
728	0.1275769101
729	0.1274617013
730	0.1272723317
731	0.1268457383
732	0.126562525
733	0.1264094174
734	0.126245055
735	0.1260163562
736	0.1259827629
737	0.1259238701
738	0.1258650094
739	0.1258408064
740	0.1258186993
741	0.1256569267
742	0.1254349099
743	0.1253384763
744	0.1252572966
745	0.1251610589
746	0.1248992216
747	0.1246938163
748	0.1246436941
749	0.1241082293
750	0.123759416
751	0.123529498
752	0.1232967387
753	0.1231695844
754	0.1231210443
755	0.1230389055
756	0.1229643149
757	0.1227576408
758	0.1226601493
759	0.1225484361
760	0.1224509072
761	0.1224109175
762	0.1223825071
763	0.1222652615
764	0.1217880567
765	0.1214561387
766	0.1213699096
767	0.1212591007
768	0.1211983141
769	0.121079774
770	0.1210211758
771	0.1208559873
772	0.1207370834
773	0.1205700121
774	0.1205110484
775	0.120378062
776	0.1203102118
777	0.1200422826
778	0.1199150588
779	0.1198669823
780	0.1197646874
781	0.1196446158
782	0.119521702
783	0.119347592
784	0.1190099267
785	0.1188003042
786	0.1187783919
787	0.1186707141
788	0.1184311927
789	0.1180729628
790	0.1176600672
791	0.1175512779
792	0.1172956629
793	0.11725832
794	0.1170430297
795	0.1169296742
796	0.1165304076
797	0.1162489128
798	0.1162013112
799	0.116101328
800	0.1159785099
801	0.1159459322
802	0.1158224802
803	0.1156434578
804	0.1156109485
805	0.1154840876
806	0.1151998015
807	0.1151738401
808	0.1150169862
809	0.1149682215
810	0.1146097257
811	0.1145663941
812	0.1144016472
813	0.1139939195
814	0.1138855294
815	0.1135170468
816	0.1133915191
817	0.1131864216
818	0.1127275862
819	0.1127076076
820	0.1126703132
821	0.112568845
822	0.1125285399
823	0.1123218449
824	0.1122239448
825	0.1121817824
826	0.11209666
827	0.1120566712
828	0.1119858456
829	0.111932785
830	0.1116565032
831	0.1115971426
832	0.1115672654
833	0.111513586
834	0.1113811643
835	0.1111818238
836	0.1108832969
837	0.1105366544
838	0.110511726
839	0.1103510138
840	0.1101852189
841	0.1100636593
842	0.1099708215
843	0.1098154191
844	0.1095017049
845	0.1093566477
846	0.109015716
847	0.108869503
848	0.1085498794
849	0.1082096199
850	0.1080887486
851	0.1077863356
852	0.1076926955
853	0.1075627588
854	0.1074959117
855	0.1072961291
856	0.1070923033
857	0.1070264607
858	0.1069625282
859	0.1069239125
860	0.106629905
861	0.106377302
862	0.1060786528
863	0.1060271159
864	0.1057538362
865	0.1056743465
866	0.1056399647
867	0.1054479435
868	0.1053535642
869	0.1052319827
870	0.10499824
871	0.1049009782
872	0.1048286991
873	0.104724104
874	0.1047021145
875	0.104650763
876	0.104560581
877	0.1044318691
878	0.1042903004
879	0.1042566449
880	0.1041866427
881	0.1039366402
882	0.1037433149
883	0.1034959078
884	0.1034018019
885	0.1032843763
886	0.103093163
887	0.1030147749
888	0.102816493
889	0.1027677229
890	0.1025153876
891	0.1023375507
892	0.102169476
893	0.1019730104
894	0.1018801563
895	0.1018464724
896	0.1017721922
897	0.1016958187
898	0.101653063
899	0.1015141159
900	0.1013244091
901	0.1012718816
902	0.1012332437
903	0.1010639738
904	0.1009717062
905	0.1009310184
906	0.1008703708
907	0.1007973087
908	0.1005804593
909	0.1005570985
910	0.1004611695
911	0.1004218065
912	0.1003354075
913	0.1002770029
914	0.1002005272
915	0.09997969572
916	0.09984200311
917	0.09973492787
918	0.09964745842
919	0.09929217435
920	0.09897183759
921	0.09894492518
922	0.09878316813
923	0.09872716084
924	0.09867628859
925	0.09864299457
926	0.09851246926
927	0.09834573856
928	0.09822011761
929	0.09805393417
930	0.09803740259
931	0.09781941123
932	0.09755797569
933	0.09754023746
934	0.09734763978
935	0.09733860342
936	0.09724140378
937	0.09717336399
938	0.09709380778
939	0.09698178264
940	0.09691177
941	0.09664482269
942	0.09655442992
943	0.0963735818
944	0.09627961769
945	0.09625504309
946	0.09617075387
947	0.09607872155
948	0.09584407213
949	0.09581086739
950	0.09579062043
951	0.09548398338
952	0.09522870779
953	0.09519548399
954	0.0951220583
955	0.09510176613
956	0.09501005565
957	0.09483099258
958	0.09472440531
959	0.09461022709
960	0.09449870507
961	0.0944306775
962	0.09434615456
963	0.09421446976
964	0.09406626894
965	0.0938591793
966	0.0938352736
967	0.09370839342
968	0.09366881639
969	0.09361671608
970	0.09348518726
971	0.09345001689
972	0.0932672755
973	0.09307360455
974	0.0930203571
975	0.09296654436
976	0.09291650135
977	0.0928586432
978	0.09268318148
979	0.09261211664
980	0.09255387561
981	0.09235359311
982	0.09228229809
983	0.09214707234
984	0.09211316925
985	0.09208689568
986	0.09194048509
987	0.0918993221
988	0.09183530257
989	0.09164592957
990	0.09162218261
991	0.09155679033
992	0.0914900998
993	0.09141900757
994	0.09112834075
995	0.09096186073
996	0.09090487452
997	0.09068732688
998	0.09036591178
999	0.09031892372
